id,value,location,sample date,measure,isToxic
807420,0.025,Busarakhan,26-May-07,Mercury,1
801724,21,Chai,31-May-07,Water temperature,0
801739,0.121,Chai,31-May-07,Iron,0
801744,1.474,Chai,31-May-07,Lead,1
801746,0.025,Chai,31-May-07,Mercury,1
803290,21,Chai,31-May-07,Water temperature,0
803305,0.282,Chai,31-May-07,Iron,0
803315,1.216,Chai,31-May-07,Lead,1
803319,0.027,Chai,31-May-07,Mercury,1
804886,21,Chai,31-May-07,Water temperature,0
804901,0.06,Chai,31-May-07,Iron,0
804906,1.474,Chai,31-May-07,Lead,1
804908,0.025,Chai,31-May-07,Mercury,1
788258,21,Boonsri,7-Jun-07,Water temperature,0
788281,0.483,Boonsri,7-Jun-07,Iron,0
788291,2.59,Boonsri,7-Jun-07,Lead,1
788295,0.025,Boonsri,7-Jun-07,Mercury,1
789764,21,Boonsri,7-Jun-07,Water temperature,0
789787,0.584,Boonsri,7-Jun-07,Iron,0
789797,3.876,Boonsri,7-Jun-07,Lead,1
789801,0.025,Boonsri,7-Jun-07,Mercury,1
791199,21,Boonsri,7-Jun-07,Water temperature,0
791222,0.381,Boonsri,7-Jun-07,Iron,0
791232,2.611,Boonsri,7-Jun-07,Lead,1
791236,0.025,Boonsri,7-Jun-07,Mercury,1
816507,19,Sakda,7-Jun-07,Water temperature,0
816530,0.847,Sakda,7-Jun-07,Iron,0
816535,2.453,Sakda,7-Jun-07,Lead,1
817613,19,Sakda,7-Jun-07,Water temperature,0
817636,1.381,Sakda,7-Jun-07,Iron,0
817646,3.5,Sakda,7-Jun-07,Lead,1
818735,19,Sakda,7-Jun-07,Water temperature,0
818758,0.57,Sakda,7-Jun-07,Iron,0
818763,1.703,Sakda,7-Jun-07,Lead,1
813221,20,Kannika,9-Jun-07,Water temperature,0
813244,0.762,Kannika,9-Jun-07,Iron,0
813249,2.597,Kannika,9-Jun-07,Lead,1
813251,0.026,Kannika,9-Jun-07,Mercury,1
814322,20,Kannika,9-Jun-07,Water temperature,0
814345,1.398,Kannika,9-Jun-07,Iron,0
814355,2.826,Kannika,9-Jun-07,Lead,1
814359,0.05,Kannika,9-Jun-07,Mercury,1
815445,20,Kannika,9-Jun-07,Water temperature,0
815468,1.331,Kannika,9-Jun-07,Iron,0
815473,1.909,Kannika,9-Jun-07,Lead,1
788324,21,Boonsri,21-Jun-07,Water temperature,0
788347,0.561,Boonsri,21-Jun-07,Iron,0
788357,3.649,Boonsri,21-Jun-07,Lead,1
788361,0.025,Boonsri,21-Jun-07,Mercury,1
789831,21,Boonsri,21-Jun-07,Water temperature,0
789854,0.945,Boonsri,21-Jun-07,Iron,0
789864,6.882,Boonsri,21-Jun-07,Lead,1
789868,0.025,Boonsri,21-Jun-07,Mercury,1
791265,21,Boonsri,21-Jun-07,Water temperature,0
791288,0.657,Boonsri,21-Jun-07,Iron,0
791298,4.881,Boonsri,21-Jun-07,Lead,1
791302,0.027,Boonsri,21-Jun-07,Mercury,1
801752,22,Chai,21-Jun-07,Water temperature,0
801775,0.399,Chai,21-Jun-07,Iron,0
801780,2.783,Chai,21-Jun-07,Lead,1
801782,0.031,Chai,21-Jun-07,Mercury,1
803340,22,Chai,21-Jun-07,Water temperature,0
803363,0.84,Chai,21-Jun-07,Iron,0
803373,4.519,Chai,21-Jun-07,Lead,1
804927,22,Chai,21-Jun-07,Water temperature,0
804950,0.531,Chai,21-Jun-07,Iron,0
804955,3.141,Chai,21-Jun-07,Lead,1
804957,0.025,Chai,21-Jun-07,Mercury,1
800504,21.7,Kohsoom,23-Jun-07,Water temperature,0
800527,2.891,Kohsoom,23-Jun-07,Iron,0
800537,7.39,Kohsoom,23-Jun-07,Lead,1
806293,21,Somchair,23-Jun-07,Water temperature,0
806315,2.572,Somchair,23-Jun-07,Iron,0
806325,4.746,Somchair,23-Jun-07,Lead,1
806329,0.029,Somchair,23-Jun-07,Mercury,1
807448,19,Busarakhan,23-Jun-07,Water temperature,0
807471,0.667,Busarakhan,23-Jun-07,Iron,0
807481,4.061,Busarakhan,23-Jun-07,Lead,1
807485,0.025,Busarakhan,23-Jun-07,Mercury,1
801810,23,Chai,28-Jun-07,Water temperature,0
801824,0.381,Chai,28-Jun-07,Iron,0
801829,3.073,Chai,28-Jun-07,Lead,1
801831,0.029,Chai,28-Jun-07,Mercury,1
803406,22.5,Chai,28-Jun-07,Water temperature,0
803420,0.09,Chai,28-Jun-07,Iron,0
803430,2.237,Chai,28-Jun-07,Lead,1
803434,0.025,Chai,28-Jun-07,Mercury,1
804985,23,Chai,28-Jun-07,Water temperature,0
804999,0.246,Chai,28-Jun-07,Iron,0
805004,1.981,Chai,28-Jun-07,Lead,1
788391,26,Boonsri,5-Jul-07,Water temperature,0
788414,0.306,Boonsri,5-Jul-07,Iron,0
788424,0.312,Boonsri,5-Jul-07,Lead,1
788428,0.025,Boonsri,5-Jul-07,Mercury,1
789899,26,Boonsri,5-Jul-07,Water temperature,0
789922,0.235,Boonsri,5-Jul-07,Iron,0
789932,0.05,Boonsri,5-Jul-07,Lead,1
789936,0.025,Boonsri,5-Jul-07,Mercury,1
791332,26,Boonsri,5-Jul-07,Water temperature,0
791355,0.168,Boonsri,5-Jul-07,Iron,0
791365,1.286,Boonsri,5-Jul-07,Lead,1
791369,0.025,Boonsri,5-Jul-07,Mercury,1
801834,23,Chai,7-Jul-07,Water temperature,0
801856,1.809,Chai,7-Jul-07,Iron,0
801861,3.433,Chai,7-Jul-07,Lead,1
801863,0.065,Chai,7-Jul-07,Mercury,1
803439,23,Chai,7-Jul-07,Water temperature,0
803461,3.218,Chai,7-Jul-07,Iron,0
803471,2.802,Chai,7-Jul-07,Lead,1
803475,0.025,Chai,7-Jul-07,Mercury,1
805008,23,Chai,7-Jul-07,Water temperature,0
805030,3.301,Chai,7-Jul-07,Iron,0
805035,0.05,Chai,7-Jul-07,Lead,1
805037,0.025,Chai,7-Jul-07,Mercury,1
813279,23.5,Kannika,7-Jul-07,Water temperature,0
813301,0.354,Kannika,7-Jul-07,Iron,0
813306,0.066,Kannika,7-Jul-07,Lead,1
813308,0.025,Kannika,7-Jul-07,Mercury,1
814389,23.5,Kannika,7-Jul-07,Water temperature,0
814411,0.507,Kannika,7-Jul-07,Iron,0
814421,0.05,Kannika,7-Jul-07,Lead,1
814425,0.025,Kannika,7-Jul-07,Mercury,1
815502,23.5,Kannika,7-Jul-07,Water temperature,0
815524,0.185,Kannika,7-Jul-07,Iron,0
815529,0.05,Kannika,7-Jul-07,Lead,1
815531,0.025,Kannika,7-Jul-07,Mercury,1
816565,24,Sakda,7-Jul-07,Water temperature,0
816587,0.361,Sakda,7-Jul-07,Iron,0
816592,1.175,Sakda,7-Jul-07,Lead,1
816594,0.025,Sakda,7-Jul-07,Mercury,1
817678,24,Sakda,7-Jul-07,Water temperature,0
817700,0.748,Sakda,7-Jul-07,Iron,0
817710,0.212,Sakda,7-Jul-07,Lead,1
817714,0.025,Sakda,7-Jul-07,Mercury,1
818792,24,Sakda,7-Jul-07,Water temperature,0
818814,0.369,Sakda,7-Jul-07,Iron,0
818819,1.815,Sakda,7-Jul-07,Lead,1
818821,0.025,Sakda,7-Jul-07,Mercury,1
788458,22,Boonsri,19-Jul-07,Water temperature,0
788481,0.446,Boonsri,19-Jul-07,Iron,0
788491,0.169,Boonsri,19-Jul-07,Lead,1
788495,0.025,Boonsri,19-Jul-07,Mercury,1
789967,22,Boonsri,19-Jul-07,Water temperature,0
789990,0.635,Boonsri,19-Jul-07,Iron,0
790000,1.13,Boonsri,19-Jul-07,Lead,1
790004,0.025,Boonsri,19-Jul-07,Mercury,1
791399,22,Boonsri,19-Jul-07,Water temperature,0
791422,0.711,Boonsri,19-Jul-07,Iron,0
791432,0.284,Boonsri,19-Jul-07,Lead,1
791436,0.025,Boonsri,19-Jul-07,Mercury,1
801888,28,Chai,19-Jul-07,Water temperature,0
801904,1.454,Chai,19-Jul-07,Iron,0
801909,0.69,Chai,19-Jul-07,Lead,1
801911,0.063,Chai,19-Jul-07,Mercury,1
803502,28,Chai,19-Jul-07,Water temperature,0
803518,2.222,Chai,19-Jul-07,Iron,0
803528,0.885,Chai,19-Jul-07,Lead,1
803532,0.025,Chai,19-Jul-07,Mercury,1
805062,28,Chai,19-Jul-07,Water temperature,0
805078,1.191,Chai,19-Jul-07,Iron,0
805083,0.05,Chai,19-Jul-07,Lead,1
805085,0.025,Chai,19-Jul-07,Mercury,1
800566,26.9,Kohsoom,21-Jul-07,Water temperature,0
800589,1.735,Kohsoom,21-Jul-07,Iron,0
800599,1.758,Kohsoom,21-Jul-07,Lead,1
806357,26,Somchair,22-Jul-07,Water temperature,0
806379,3.203,Somchair,22-Jul-07,Iron,0
806389,4.871,Somchair,22-Jul-07,Lead,1
806393,0.025,Somchair,22-Jul-07,Mercury,1
807513,26,Busarakhan,22-Jul-07,Water temperature,0
807535,0.668,Busarakhan,22-Jul-07,Iron,0
807545,0.05,Busarakhan,22-Jul-07,Lead,1
807549,0.025,Busarakhan,22-Jul-07,Mercury,1
801930,27,Chai,4-Aug-07,Water temperature,0
801954,0.062,Chai,4-Aug-07,Iron,0
801959,0.697,Chai,4-Aug-07,Lead,1
801961,0.025,Chai,4-Aug-07,Mercury,1
803553,27,Chai,4-Aug-07,Water temperature,0
803577,0.068,Chai,4-Aug-07,Iron,0
803587,0.959,Chai,4-Aug-07,Lead,1
803591,0.025,Chai,4-Aug-07,Mercury,1
805104,27,Chai,4-Aug-07,Water temperature,0
805128,0.06,Chai,4-Aug-07,Iron,0
805133,2.99,Chai,4-Aug-07,Lead,1
805135,0.025,Chai,4-Aug-07,Mercury,1
813335,24.5,Kannika,11-Aug-07,Water temperature,0
813359,0.06,Kannika,11-Aug-07,Iron,0
813364,1.468,Kannika,11-Aug-07,Lead,1
813366,0.025,Kannika,11-Aug-07,Mercury,1
814454,24.5,Kannika,11-Aug-07,Water temperature,0
814478,0.15,Kannika,11-Aug-07,Iron,0
814488,1.584,Kannika,11-Aug-07,Lead,1
814492,0.025,Kannika,11-Aug-07,Mercury,1
815558,24.5,Kannika,11-Aug-07,Water temperature,0
815582,0.163,Kannika,11-Aug-07,Iron,0
815587,3.945,Kannika,11-Aug-07,Lead,1
815589,0.025,Kannika,11-Aug-07,Mercury,1
816621,24.5,Sakda,11-Aug-07,Water temperature,0
816645,0.149,Sakda,11-Aug-07,Iron,0
816650,1.685,Sakda,11-Aug-07,Lead,1
816652,0.025,Sakda,11-Aug-07,Mercury,1
817743,24.5,Sakda,11-Aug-07,Water temperature,0
817767,0.084,Sakda,11-Aug-07,Iron,0
817777,3.731,Sakda,11-Aug-07,Lead,1
817781,0.025,Sakda,11-Aug-07,Mercury,1
818848,24.5,Sakda,11-Aug-07,Water temperature,0
818872,0.283,Sakda,11-Aug-07,Iron,0
818877,5.072,Sakda,11-Aug-07,Lead,1
818879,0.025,Sakda,11-Aug-07,Mercury,1
788520,21,Boonsri,23-Aug-07,Water temperature,0
788543,0.271,Boonsri,23-Aug-07,Iron,0
788553,7.873,Boonsri,23-Aug-07,Lead,1
788557,0.025,Boonsri,23-Aug-07,Mercury,1
790030,20,Boonsri,23-Aug-07,Water temperature,0
790053,0.357,Boonsri,23-Aug-07,Iron,0
790063,6.324,Boonsri,23-Aug-07,Lead,1
790067,0.094,Boonsri,23-Aug-07,Mercury,1
791461,20,Boonsri,23-Aug-07,Water temperature,0
791484,0.548,Boonsri,23-Aug-07,Iron,0
791494,5.44,Boonsri,23-Aug-07,Lead,1
791498,0.025,Boonsri,23-Aug-07,Mercury,1
800629,26.7,Kohsoom,25-Aug-07,Water temperature,0
800652,0.247,Kohsoom,25-Aug-07,Iron,0
800662,8.883,Kohsoom,25-Aug-07,Lead,1
806422,22,Somchair,25-Aug-07,Water temperature,0
806446,0.268,Somchair,25-Aug-07,Iron,0
806456,2.203,Somchair,25-Aug-07,Lead,1
806460,0.053,Somchair,25-Aug-07,Mercury,1
807578,22,Busarakhan,25-Aug-07,Water temperature,0
807602,0.312,Busarakhan,25-Aug-07,Iron,0
807612,3.799,Busarakhan,25-Aug-07,Lead,1
807616,0.025,Busarakhan,25-Aug-07,Mercury,1
801985,0.43,Chai,29-Aug-07,Iron,0
801990,7.037,Chai,29-Aug-07,Lead,1
801992,0.025,Chai,29-Aug-07,Mercury,1
803617,0.124,Chai,29-Aug-07,Iron,0
803627,5.693,Chai,29-Aug-07,Lead,1
803631,0.025,Chai,29-Aug-07,Mercury,1
805159,0.316,Chai,29-Aug-07,Iron,0
805164,6.984,Chai,29-Aug-07,Lead,1
805166,0.025,Chai,29-Aug-07,Mercury,1
816676,22.5,Sakda,6-Sep-07,Water temperature,0
816700,0.859,Sakda,6-Sep-07,Iron,0
816705,3.394,Sakda,6-Sep-07,Lead,1
816707,0.025,Sakda,6-Sep-07,Mercury,1
817807,22.5,Sakda,6-Sep-07,Water temperature,0
817831,0.616,Sakda,6-Sep-07,Iron,0
817841,2.506,Sakda,6-Sep-07,Lead,1
817845,0.029,Sakda,6-Sep-07,Mercury,1
818903,22.5,Sakda,6-Sep-07,Water temperature,0
818927,0.863,Sakda,6-Sep-07,Iron,0
818932,2.553,Sakda,6-Sep-07,Lead,1
818934,0.042,Sakda,6-Sep-07,Mercury,1
802011,22,Chai,12-Sep-07,Water temperature,0
802036,0.57,Chai,12-Sep-07,Iron,0
802041,3.112,Chai,12-Sep-07,Lead,1
802043,0.043,Chai,12-Sep-07,Mercury,1
803652,22,Chai,12-Sep-07,Water temperature,0
803677,0.773,Chai,12-Sep-07,Iron,0
803687,3.349,Chai,12-Sep-07,Lead,1
803691,0.029,Chai,12-Sep-07,Mercury,1
805185,22,Chai,12-Sep-07,Water temperature,0
805210,0.527,Chai,12-Sep-07,Iron,0
805215,3.092,Chai,12-Sep-07,Lead,1
805217,0.029,Chai,12-Sep-07,Mercury,1
788588,20,Boonsri,20-Sep-07,Water temperature,0
788611,0.998,Boonsri,20-Sep-07,Iron,0
788621,4.755,Boonsri,20-Sep-07,Lead,1
788625,0.025,Boonsri,20-Sep-07,Mercury,1
790099,21,Boonsri,20-Sep-07,Water temperature,0
790121,0.922,Boonsri,20-Sep-07,Iron,0
790131,5.304,Boonsri,20-Sep-07,Lead,1
790135,0.025,Boonsri,20-Sep-07,Mercury,1
791529,20,Boonsri,20-Sep-07,Water temperature,0
791551,0.418,Boonsri,20-Sep-07,Iron,0
791561,2.121,Boonsri,20-Sep-07,Lead,1
791565,0.106,Boonsri,20-Sep-07,Mercury,1
802071,15,Chai,21-Sep-07,Water temperature,0
802086,1.032,Chai,21-Sep-07,Iron,0
802091,6.609,Chai,21-Sep-07,Lead,1
802093,0.04,Chai,21-Sep-07,Mercury,1
803720,15,Chai,21-Sep-07,Water temperature,0
803735,0.872,Chai,21-Sep-07,Iron,0
803745,8.3,Chai,21-Sep-07,Lead,1
803749,0.039,Chai,21-Sep-07,Mercury,1
805245,15,Chai,21-Sep-07,Water temperature,0
805260,0.538,Chai,21-Sep-07,Iron,0
805265,4.33,Chai,21-Sep-07,Lead,1
805267,0.048,Chai,21-Sep-07,Mercury,1
800691,10.5,Kohsoom,23-Sep-07,Water temperature,0
800714,3.2,Kohsoom,23-Sep-07,Iron,0
800724,2.029,Kohsoom,23-Sep-07,Lead,1
806485,24,Somchair,29-Sep-07,Water temperature,0
806509,0.412,Somchair,29-Sep-07,Iron,0
806519,0.345,Somchair,29-Sep-07,Lead,1
806523,0.025,Somchair,29-Sep-07,Mercury,1
807639,23,Busarakhan,29-Sep-07,Water temperature,0
807663,0.193,Busarakhan,29-Sep-07,Iron,0
807673,6.635,Busarakhan,29-Sep-07,Lead,1
807677,0.079,Busarakhan,29-Sep-07,Mercury,1
813389,22.5,Kannika,30-Sep-07,Water temperature,0
813413,1.05,Kannika,30-Sep-07,Iron,0
813418,6.447,Kannika,30-Sep-07,Lead,1
813420,0.025,Kannika,30-Sep-07,Mercury,1
814517,22.5,Kannika,30-Sep-07,Water temperature,0
814541,0.27,Kannika,30-Sep-07,Iron,0
814551,6.168,Kannika,30-Sep-07,Lead,1
814555,0.025,Kannika,30-Sep-07,Mercury,1
815612,22.5,Kannika,30-Sep-07,Water temperature,0
815636,0.752,Kannika,30-Sep-07,Iron,0
815641,2.946,Kannika,30-Sep-07,Lead,1
815643,0.025,Kannika,30-Sep-07,Mercury,1
802134,1.586,Chai,7-Oct-07,Iron,0
802139,8.816,Chai,7-Oct-07,Lead,1
803792,2.185,Chai,7-Oct-07,Iron,0
803802,4.72,Chai,7-Oct-07,Lead,1
805308,1.135,Chai,7-Oct-07,Iron,0
805313,0.58,Chai,7-Oct-07,Lead,1
813448,15,Kannika,13-Oct-07,Water temperature,0
813470,0.264,Kannika,13-Oct-07,Iron,0
813475,3.089,Kannika,13-Oct-07,Lead,1
814584,15,Kannika,13-Oct-07,Water temperature,0
814606,0.088,Kannika,13-Oct-07,Iron,0
814616,0.44,Kannika,13-Oct-07,Lead,1
815671,15,Kannika,13-Oct-07,Water temperature,0
815693,1.06,Kannika,13-Oct-07,Iron,0
815699,2.573,Kannika,13-Oct-07,Lead,1
816735,15.5,Sakda,13-Oct-07,Water temperature,0
816756,2.258,Sakda,13-Oct-07,Iron,0
816761,2.854,Sakda,13-Oct-07,Lead,1
817874,15.5,Sakda,13-Oct-07,Water temperature,0
817895,2.195,Sakda,13-Oct-07,Iron,0
817905,3.037,Sakda,13-Oct-07,Lead,1
818962,15.5,Sakda,13-Oct-07,Water temperature,0
818983,1.783,Sakda,13-Oct-07,Iron,0
818988,2.456,Sakda,13-Oct-07,Lead,1
788656,10,Boonsri,25-Oct-07,Water temperature,0
788678,1.872,Boonsri,25-Oct-07,Iron,0
788688,5.94,Boonsri,25-Oct-07,Lead,1
806553,13,Somchair,26-Oct-07,Water temperature,0
806575,4.729,Somchair,26-Oct-07,Iron,0
806585,6.364,Somchair,26-Oct-07,Lead,1
807707,13,Busarakhan,26-Oct-07,Water temperature,0
807729,4.268,Busarakhan,26-Oct-07,Iron,0
807739,4.61,Busarakhan,26-Oct-07,Lead,1
800753,10,Kohsoom,27-Oct-07,Water temperature,0
800776,3.87,Kohsoom,27-Oct-07,Iron,0
800786,7.1,Kohsoom,27-Oct-07,Lead,1
802166,14,Chai,28-Oct-07,Water temperature,0
802182,3,Chai,28-Oct-07,Iron,0
802187,5.377,Chai,28-Oct-07,Lead,1
803833,14,Chai,28-Oct-07,Water temperature,0
803849,1.986,Chai,28-Oct-07,Iron,0
803859,3.785,Chai,28-Oct-07,Lead,1
805340,14,Chai,28-Oct-07,Water temperature,0
805356,0.642,Chai,28-Oct-07,Iron,0
805361,4.206,Chai,28-Oct-07,Lead,1
816790,9.5,Sakda,10-Nov-07,Water temperature,0
816815,0.32,Sakda,10-Nov-07,Iron,0
816820,3.209,Sakda,10-Nov-07,Lead,1
816822,0.025,Sakda,10-Nov-07,Mercury,1
817937,9.5,Sakda,10-Nov-07,Water temperature,0
817962,0.328,Sakda,10-Nov-07,Iron,0
817972,5.166,Sakda,10-Nov-07,Lead,1
817976,0.025,Sakda,10-Nov-07,Mercury,1
819017,9.5,Sakda,10-Nov-07,Water temperature,0
819042,0.339,Sakda,10-Nov-07,Iron,0
819047,9.282,Sakda,10-Nov-07,Lead,1
819049,0.025,Sakda,10-Nov-07,Mercury,1
788699,11,Boonsri,15-Nov-07,Water temperature,0
813504,9.5,Kannika,21-Nov-07,Water temperature,0
813528,0.325,Kannika,21-Nov-07,Iron,0
813533,2.012,Kannika,21-Nov-07,Lead,1
813535,0.025,Kannika,21-Nov-07,Mercury,1
814648,9.5,Kannika,21-Nov-07,Water temperature,0
814672,0.418,Kannika,21-Nov-07,Iron,0
814682,2.718,Kannika,21-Nov-07,Lead,1
814686,0.031,Kannika,21-Nov-07,Mercury,1
815728,9.5,Kannika,21-Nov-07,Water temperature,0
815752,0.269,Kannika,21-Nov-07,Iron,0
815757,0.965,Kannika,21-Nov-07,Lead,1
815759,0.043,Kannika,21-Nov-07,Mercury,1
788726,7,Boonsri,22-Nov-07,Water temperature,0
788749,0.274,Boonsri,22-Nov-07,Iron,0
788759,2.353,Boonsri,22-Nov-07,Lead,1
788763,0.025,Boonsri,22-Nov-07,Mercury,1
790185,8,Boonsri,22-Nov-07,Water temperature,0
790208,0.249,Boonsri,22-Nov-07,Iron,0
790218,4.257,Boonsri,22-Nov-07,Lead,1
790222,0.025,Boonsri,22-Nov-07,Mercury,1
791596,7,Boonsri,22-Nov-07,Water temperature,0
791619,0.21,Boonsri,22-Nov-07,Iron,0
791629,3.23,Boonsri,22-Nov-07,Lead,1
791633,0.025,Boonsri,22-Nov-07,Mercury,1
802208,6,Chai,23-Nov-07,Water temperature,0
802232,0.189,Chai,23-Nov-07,Iron,0
802237,1.237,Chai,23-Nov-07,Lead,1
802239,0.138,Chai,23-Nov-07,Mercury,1
803884,6,Chai,23-Nov-07,Water temperature,0
803908,0.194,Chai,23-Nov-07,Iron,0
803913,2.702,Chai,23-Nov-07,Lead,1
803915,0.025,Chai,23-Nov-07,Mercury,1
805382,6,Chai,23-Nov-07,Water temperature,0
805406,0.167,Chai,23-Nov-07,Iron,0
805416,1.017,Chai,23-Nov-07,Lead,1
805420,0.025,Chai,23-Nov-07,Mercury,1
800815,5.6,Kohsoom,24-Nov-07,Water temperature,0
806617,8,Somchair,28-Nov-07,Water temperature,0
806639,1.169,Somchair,28-Nov-07,Iron,0
806649,4.764,Somchair,28-Nov-07,Lead,1
806653,0.025,Somchair,28-Nov-07,Mercury,1
807771,9,Busarakhan,28-Nov-07,Water temperature,0
807793,0.547,Busarakhan,28-Nov-07,Iron,0
807803,3.092,Busarakhan,28-Nov-07,Lead,1
807807,0.025,Busarakhan,28-Nov-07,Mercury,1
802267,9,Chai,30-Nov-07,Water temperature,0
802283,0.12,Chai,30-Nov-07,Iron,0
802288,0.855,Chai,30-Nov-07,Lead,1
802290,0.098,Chai,30-Nov-07,Mercury,1
803943,9,Chai,30-Nov-07,Water temperature,0
803959,0.141,Chai,30-Nov-07,Iron,0
803969,2.316,Chai,30-Nov-07,Lead,1
803973,0.025,Chai,30-Nov-07,Mercury,1
805448,9,Chai,30-Nov-07,Water temperature,0
805464,0.06,Chai,30-Nov-07,Iron,0
805469,1.123,Chai,30-Nov-07,Lead,1
805471,0.025,Chai,30-Nov-07,Mercury,1
816850,5,Sakda,8-Dec-07,Water temperature,0
816874,0.308,Sakda,8-Dec-07,Iron,0
816879,2.975,Sakda,8-Dec-07,Lead,1
816881,0.055,Sakda,8-Dec-07,Mercury,1
818005,5,Sakda,8-Dec-07,Water temperature,0
818029,0.27,Sakda,8-Dec-07,Iron,0
818039,1.708,Sakda,8-Dec-07,Lead,1
818043,0.029,Sakda,8-Dec-07,Mercury,1
819077,5,Sakda,8-Dec-07,Water temperature,0
819101,0.18,Sakda,8-Dec-07,Iron,0
819106,0.674,Sakda,8-Dec-07,Lead,1
819108,0.025,Sakda,8-Dec-07,Mercury,1
813561,0,Kannika,13-Dec-07,Water temperature,0
813585,0.257,Kannika,13-Dec-07,Iron,0
813590,1.253,Kannika,13-Dec-07,Lead,1
813592,0.025,Kannika,13-Dec-07,Mercury,1
814713,0,Kannika,13-Dec-07,Water temperature,0
814737,0.687,Kannika,13-Dec-07,Iron,0
814747,2.623,Kannika,13-Dec-07,Lead,1
814751,0.025,Kannika,13-Dec-07,Mercury,1
815785,0,Kannika,13-Dec-07,Water temperature,0
815809,0.765,Kannika,13-Dec-07,Iron,0
815814,3.246,Kannika,13-Dec-07,Lead,1
815816,0.025,Kannika,13-Dec-07,Mercury,1
788794,3.5,Boonsri,20-Dec-07,Water temperature,0
788817,0.502,Boonsri,20-Dec-07,Iron,0
788827,1.866,Boonsri,20-Dec-07,Lead,1
788831,0.194,Boonsri,20-Dec-07,Mercury,1
790253,3.5,Boonsri,20-Dec-07,Water temperature,0
790276,0.308,Boonsri,20-Dec-07,Iron,0
790286,5.428,Boonsri,20-Dec-07,Lead,1
790290,0.073,Boonsri,20-Dec-07,Mercury,1
791663,3.5,Boonsri,20-Dec-07,Water temperature,0
791686,0.605,Boonsri,20-Dec-07,Iron,0
791696,2.677,Boonsri,20-Dec-07,Lead,1
791700,0.113,Boonsri,20-Dec-07,Mercury,1
802311,7,Chai,20-Dec-07,Water temperature,0
802334,0.328,Chai,20-Dec-07,Iron,0
802339,1.187,Chai,20-Dec-07,Lead,1
802341,0.025,Chai,20-Dec-07,Mercury,1
803996,7,Chai,20-Dec-07,Water temperature,0
804020,0.372,Chai,20-Dec-07,Iron,0
804030,2.12,Chai,20-Dec-07,Lead,1
804034,0.025,Chai,20-Dec-07,Mercury,1
805492,7,Chai,20-Dec-07,Water temperature,0
805516,0.28,Chai,20-Dec-07,Iron,0
805521,0.757,Chai,20-Dec-07,Lead,1
805523,0.025,Chai,20-Dec-07,Mercury,1
800860,3.1,Kohsoom,22-Dec-07,Water temperature,0
800883,1.702,Kohsoom,22-Dec-07,Iron,0
800893,5.626,Kohsoom,22-Dec-07,Lead,1
800897,0.025,Kohsoom,22-Dec-07,Mercury,1
806682,5,Somchair,22-Dec-07,Water temperature,0
806707,0.62,Somchair,22-Dec-07,Iron,0
806717,7.649,Somchair,22-Dec-07,Lead,1
806721,0.059,Somchair,22-Dec-07,Mercury,1
807836,6,Busarakhan,22-Dec-07,Water temperature,0
807861,0.369,Busarakhan,22-Dec-07,Iron,0
807871,9.16,Busarakhan,22-Dec-07,Lead,1
807875,0.056,Busarakhan,22-Dec-07,Mercury,1
802368,7,Chai,28-Dec-07,Water temperature,0
802383,0.31,Chai,28-Dec-07,Iron,0
802388,1.23,Chai,28-Dec-07,Lead,1
802390,0.025,Chai,28-Dec-07,Mercury,1
804063,7,Chai,28-Dec-07,Water temperature,0
804078,0.357,Chai,28-Dec-07,Iron,0
804088,2.918,Chai,28-Dec-07,Lead,1
804092,0.025,Chai,28-Dec-07,Mercury,1
805551,7,Chai,28-Dec-07,Water temperature,0
805566,0.194,Chai,28-Dec-07,Iron,0
805571,0.737,Chai,28-Dec-07,Lead,1
805573,0.025,Chai,28-Dec-07,Mercury,1
889084,2,Boonsri,10-Jan-08,Water temperature,0
890735,2,Boonsri,10-Jan-08,Water temperature,0
892170,2,Boonsri,10-Jan-08,Water temperature,0
910462,3,Kannika,10-Jan-08,Water temperature,0
910486,0.002,Kannika,10-Jan-08,Cyanides,1
910488,1.2,Kannika,10-Jan-08,Iron,0
910493,2.4,Kannika,10-Jan-08,Lead,1
910495,0.097,Kannika,10-Jan-08,Mercury,1
910497,0.58,Kannika,10-Jan-08,Arsenic,1
911365,3,Kannika,10-Jan-08,Water temperature,0
911389,0.002,Kannika,10-Jan-08,Cyanides,1
911391,0.98,Kannika,10-Jan-08,Iron,0
911396,2.6,Kannika,10-Jan-08,Lead,1
911398,0.083,Kannika,10-Jan-08,Mercury,1
911400,0.63,Kannika,10-Jan-08,Arsenic,1
912282,3,Kannika,10-Jan-08,Water temperature,0
912306,0.002,Kannika,10-Jan-08,Cyanides,1
912308,1.15,Kannika,10-Jan-08,Iron,0
912313,2.5,Kannika,10-Jan-08,Lead,1
912315,0.105,Kannika,10-Jan-08,Mercury,1
912317,0.44,Kannika,10-Jan-08,Arsenic,1
913188,2,Sakda,12-Jan-08,Water temperature,0
913210,0.002,Sakda,12-Jan-08,Cyanides,1
913212,0.96,Sakda,12-Jan-08,Iron,0
913217,2.5,Sakda,12-Jan-08,Lead,1
913219,0.053,Sakda,12-Jan-08,Mercury,1
913221,0.46,Sakda,12-Jan-08,Arsenic,1
914143,2,Sakda,12-Jan-08,Water temperature,0
914165,0.002,Sakda,12-Jan-08,Cyanides,1
914167,0.98,Sakda,12-Jan-08,Iron,0
914172,2.8,Sakda,12-Jan-08,Lead,1
